hospital_name,last_updated_on,hospital_address,description,payer_name,plan_name,estimated_amount,standard_charge|min,standard_charge|max
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Aetna,Aetna Hmo,504.88,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Aetna Better Health Mco,Aetna Better Health Of Maryland,1935.06,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Aetna Med Adv,Aetna Medicare Ppo,477.66,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,470.19,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,507.58,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Blue Cr/Sh Med Adv,Blue Cr/Sh Med Adv Oos,78.24,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,491.02,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,566.64,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Carefirst Admin,Carefirst Administrators Jhu Only,515.8,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Carefirst Blue Choice,Carefirst Blue Choice Advantage,243.21,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Carefirst Blue Choice,Carefirst Blue Choice Open Access,5510.36,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,244.13,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Carefirst Blue Choice,Carefirst Blue Choice Hmo,587.24,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Carefirst Preferred,Carefirst Blue Cr/Sh,613.48,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Carefirst Tpa,Carefirst Bc/Bs Tpa,619.76,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Cigna,Wellfleet Cigna Jhu Student Health,118.76,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Cigna,Cigna Other,710.88,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Cigna,Cigna Allegiance,784.77,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Cigna,Cigna Regional Network/Oap/Pos/Localplus,551.94,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Ehp,Ehp Employee Health Plan New 12/2022,698.28,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Ehp,Ehp Jhcp Direct Primary Care Ppo 01/2023,9679.94,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Humana Ccn,Humana Choice Care Network,109.22,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Humana Medicare Advantage,Humana Choice Ppo Med Adv,424.76,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md D-Snp Hmo,830.58,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Ppo Med Adv,74.6,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Hmo Med Adv,254.03,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Maryland Physicians Care,Maryland Physicians Care Mco,634.32,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Medstar Family Choice Maryland Mco,Medstar Family Choice,569.36,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Priority Partners,Priority Partners Mco New 9/2022,620.32,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,United Healthcare,United Healthcare Shared Services,585.43,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,United Healthcare,United Mdipa/Optimum Choice Hmo,2824.24,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,United Healthcare,Geha-United Shared Services,548.38,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,United Healthcare,United Healthcare Choice/Choice Plus/At,719.68,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,United Healthcare Mco,Uhc Community Plan Mco Md,194.76,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,United Healthcare Med Adv,United Community Medicare Dual Snp,484.36,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,United Healthcare Med Adv,Aarp Medicare Complete Ppo,432.56,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,523.96,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 4 Minor Procedures,Wellpoint,Wellpoint Md Mco,612.86,55.03,9679.94
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 5 Minor Procedures,Aetna Med Adv,Aetna Medicare Ppo,1326.25,691.44,4947.78
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 5 Minor Procedures,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,1498.92,691.44,4947.78
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 5 Minor Procedures,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,1735.73,691.44,4947.78
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 5 Minor Procedures,Carefirst Admin,Carefirst Administrators Jhu Only,4947.78,691.44,4947.78
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 5 Minor Procedures,Carefirst Blue Choice,Carefirst Blue Choice Open Access,691.44,691.44,4947.78
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 5 Minor Procedures,Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,1127.2,691.44,4947.78
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 5 Minor Procedures,Ehp,Ehp Employee Health Plan New 12/2022,1419.5,691.44,4947.78
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 5 Minor Procedures,Priority Partners,Priority Partners Mco New 9/2022,1557.68,691.44,4947.78
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 5 Minor Procedures,United Healthcare,United Healthcare Choice/Choice Plus/At,698.5,691.44,4947.78
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 1 Electronic Analysis of Devices,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,507.14,135.36,507.14
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 1 Electronic Analysis of Devices,Wellpoint,Wellpoint Md Mco,135.36,135.36,507.14
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Aetna,Aetna Select Open Access,140,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Aetna,Aetna Choice Pos I And Ii,140,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Aetna,Aetna Health Network Only,137.2,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Aetna Med Adv,Aetna Medicare Ppo,125.26,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,137.55,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,137.41,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,137.2,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,137.2,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Carefirst Admin,Carefirst Administrators Jhu Only,138.6,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Carefirst Blue Choice,Carefirst Blue Choice Advantage,137.7,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Carefirst Blue Choice,Carefirst Blue Choice Open Access,138.2,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,137.2,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Carefirst Blue Choice,Carefirst Blue Choice Hmo,137.5,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Carefirst Preferred,Carefirst Blue Cr/Sh,123.73,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Cigna,Wellfleet Cigna Jhu Student Health,137.2,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Cigna,Cigna Regional Network/Oap/Pos/Localplus,137.2,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Cigna Med Adv,Cigna Medicare Advantage Ppo,121.27,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Ehp,Ehp Employee Health Plan New 12/2022,123.16,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Hmo Med Adv,121.15,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Maryland Physicians Care,Maryland Physicians Care Mco,124.32,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Priority Partners,Priority Partners Mco New 9/2022,121.52,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,United Healthcare,United Healthcare Shared Services,117.81,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,United Healthcare,United Healthcare Other,118.6,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,United Healthcare Mco,Uhc Community Plan Mco Md,124.32,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,123.62,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Cardiac Rehabilitation,Wellpoint,Wellpoint Md Mco,121.52,117.81,140
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Resuscitation and Cardioversion,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,2305.68,643.46,2305.68
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Resuscitation and Cardioversion,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,983.93,643.46,2305.68
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Resuscitation and Cardioversion,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,932.94,643.46,2305.68
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Resuscitation and Cardioversion,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Ppo Med Adv,643.46,643.46,2305.68
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Resuscitation and Cardioversion,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Hmo Med Adv,2087.62,643.46,2305.68
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Resuscitation and Cardioversion,United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,1619.68,643.46,2305.68
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,Carefirst Admin,Carefirst Administrators,142.89,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,Carefirst Community Health Plan Maryland Mco,Carefirst Community Health Plan Md,589.83,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,Carefirst Preferred,Carefirst Blue Cr/Sh,138.3,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,Cigna,Wellfleet Cigna Jhu Student Health,140.4,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,Cigna,Cigna Regional Network/Oap/Pos/Localplus,619.88,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,Kaiser Permanente Maryland Mco,Kaiser Permanente Mco Md,940.8,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,Maryland Physicians Care,Maryland Physicians Care Mco,818.47,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,Medstar Family Choice Maryland Mco,Medstar Family Choice,615.2,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,Priority Partners,Priority Partners Mco New 9/2022,467.76,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,United Healthcare,United Healthcare Choice/Choice Plus/At,139.43,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,United Healthcare Mco,Uhc Community Plan Mco Md,1155.08,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Pulmonary Treatment,Wellpoint,Wellpoint Md Mco,566.28,138.3,1155.08
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 2 Health and Behavior Services,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,210.52,103.14,419.69
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 2 Health and Behavior Services,Carefirst Blue Choice,Carefirst Blue Choice Advantage,111.21,103.14,419.69
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 2 Health and Behavior Services,Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,110.71,103.14,419.69
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 2 Health and Behavior Services,Carefirst Preferred,Carefirst Blue Cr/Sh,190.27,103.14,419.69
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 2 Health and Behavior Services,Ehp,Ehp Employee Health Plan New 12/2022,103.14,103.14,419.69
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 2 Health and Behavior Services,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Ppo Med Adv,196.32,103.14,419.69
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 2 Health and Behavior Services,Kaiser,Kaiser Signature,419.69,103.14,419.69
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 2 Health and Behavior Services,Md Ma Behavioral Health,Carelon Behavioral Health,206.28,103.14,419.69
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 3 Health and Behavior Services,Aetna,Aetna Open Choice Ppo/Other,261.54,185.24,791.05
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 3 Health and Behavior Services,Aetna,Aetna Choice Pos I And Ii,510.72,185.24,791.05
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 3 Health and Behavior Services,Aetna Med Adv,Aetna Medicare Hmo,423.46,185.24,791.05
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 3 Health and Behavior Services,Aetna Med Adv,Aetna Medicare Ppo,431.34,185.24,791.05
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 3 Health and Behavior Services,Blue Cr/Sh Fep,Blue Cr/Sh Fep Focus Ppo,473.02,185.24,791.05
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 3 Health and Behavior Services,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,324.65,185.24,791.05
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 3 Health and Behavior Services,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,424.83,185.24,791.05
Johns Hopkins Bayview Medical Center,7/1/2025,"4940 Eastern Avenue, Baltimore, MD 21224",Level 3 Health and Behavior Services,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,340.47,185.24,791.05
